,study_hours_per_day,sleep_hours,stress_level,focus_score,productivity_score
15194,7.83,9.75,6,90,86.56
15195,0.67,3.32,4,43,24.92
15196,5.5,7.31,10,82,40.67
15197,3.04,7.41,10,57,25.95
15198,9.92,3.19,4,88,61.75
15199,1.99,8.51,5,30,36.01
15200,4.66,4.08,5,42,33.72
15201,9.72,7.91,3,52,66.64
15202,2.52,3.26,3,75,32.3
15203,8.17,7.3,10,72,72.38
15204,2.81,6.65,2,35,41.07
15205,1.22,6.38,10,64,30.3
15206,0.91,5.57,1,70,33.62
15207,9.51,5.94,5,51,52.21
15208,2.52,6.34,4,91,44.14
15209,3.27,5.08,7,72,46.59
15210,9.69,9.55,7,89,92.92
15211,6.75,9.76,7,96,62.72
15212,5.14,5.1,7,34,36.59
15213,4.64,8.45,3,69,67.65
15214,0.96,8.26,9,79,28.26
15215,8.47,9.13,1,92,76.06
15216,7.74,3.03,9,69,52.9
15217,1.36,5.37,4,51,27.06
15218,3.86,4.01,3,30,29.06
15219,8.91,5.74,10,46,60.9
15220,2.75,7.03,7,37,32.39
15221,6.31,9.36,1,85,73.77
15222,5.14,8.88,7,50,53.38
15223,8.28,6.49,1,88,83.19
15224,0.84,3.16,10,58,6.47
15225,8.25,5.11,9,32,42.32
15226,1.79,3.75,4,43,19.85
15227,0.64,7.55,7,74,34.8
15228,6.16,7.87,6,78,70.68
15229,2.96,7.54,9,51,41.8
15230,7.24,4.92,2,38,50.1
15231,4.96,9.44,9,67,60.35
15232,6.25,7.12,7,37,48.63
15233,7.05,7.18,4,79,66.44
15234,9.31,8.71,7,57,81.71
15235,8.32,3.48,2,52,58.07
15236,5.2,4.47,4,58,43.47
15237,4.66,7.13,2,50,41.56
15238,6.72,7.27,6,86,56.04
15239,7.47,6.27,8,98,57.36
15240,2.14,8.46,1,60,53.76
15241,0.81,5.42,6,71,24.58
15242,4.82,3.08,9,50,25.01
15243,1.44,5.38,7,86,35.8
15244,3.09,9.76,8,47,34.32
15245,6.06,8.45,3,67,56.55
15246,1.94,5.23,6,45,19.16
15247,0.77,4.56,8,80,22.24
15248,5.77,8.67,7,51,51.5
15249,4.93,4.4,7,59,34.2
15250,3.41,7.06,6,69,43.9
15251,4.95,6.56,1,98,63.96
15252,6.99,5.96,5,79,75.03
15253,1.54,5.98,5,40,33.72
15254,2.93,7.92,3,86,43.06
15255,8.05,3.72,5,36,52.09
15256,6.87,5.77,6,55,49.99
15257,3.03,9.78,5,40,42.66
15258,4.28,8.45,7,51,55.94
15259,1.64,3.15,5,52,18.13
15260,2.9,6.13,5,88,37.0
15261,8.49,3.82,1,38,52.25
15262,4.68,6.39,9,59,46.12
15263,6.58,3.73,2,64,60.55
15264,2.02,5.72,3,83,41.82
15265,2.24,6.81,10,63,29.4
15266,9.44,5.57,8,98,68.63
15267,8.49,7.05,3,78,78.8
15268,8.01,9.9,10,99,64.89
15269,3.63,4.72,8,63,42.38
15270,5.85,6.95,3,74,53.55
15271,5.18,6.3,4,65,57.62
15272,9.58,8.66,8,85,75.51
15273,2.78,5.2,1,39,30.29
15274,9.5,7.47,9,54,74.63
15275,7.22,7.85,2,44,52.54
15276,4.43,9.83,7,73,61.9
15277,3.03,4.06,9,56,23.69
15278,7.69,9.99,9,95,73.86
15279,8.32,8.05,4,84,80.31
15280,3.9,6.19,9,49,44.51
15281,2.13,4.84,7,55,35.57
15282,5.18,7.4,7,30,34.14
15283,4.95,3.99,3,85,50.63
15284,7.39,9.63,1,52,73.77
15285,9.75,4.29,10,31,50.44
15286,5.55,8.42,6,68,61.38
15287,7.45,5.42,8,90,71.94
15288,3.83,4.51,9,98,41.11
15289,6.2,8.66,5,95,76.06
15290,1.6,9.21,8,52,40.47
15291,8.24,3.04,1,52,59.97
15292,3.77,9.82,4,69,60.47
15293,1.26,5.95,10,88,31.62
15294,9.91,3.67,8,71,50.45
15295,9.07,6.17,6,50,61.31
15296,2.38,3.83,10,38,8.56
15297,3.95,4.81,6,81,49.01
15298,9.4,6.9,6,83,78.66
15299,8.07,5.51,7,57,49.49
15300,9.11,4.59,10,72,58.79
15301,5.84,4.38,3,59,43.17
15302,2.81,7.46,3,75,50.37
15303,2.66,9.37,2,66,58.94
15304,5.49,3.39,4,73,45.27
15305,9.28,4.71,2,62,66.34
15306,6.5,7.66,7,87,60.48
15307,0.83,9.91,1,60,49.45
15308,5.82,7.77,4,78,55.65
15309,6.28,3.37,1,58,44.45
15310,6.02,4.25,5,93,60.87
15311,7.07,5.43,6,89,66.23
15312,3.29,4.1,4,70,40.82
15313,1.87,4.28,7,30,19.82
15314,7.63,4.92,9,55,56.55
15315,2.37,5.61,5,40,33.58
15316,1.58,5.74,10,47,24.99
15317,3.91,6.5,7,81,47.35
15318,8.41,9.5,4,75,69.0
15319,1.28,9.95,2,41,31.8
15320,2.36,3.14,5,59,23.63
15321,5.01,6.46,2,92,69.59
15322,3.23,8.26,1,93,53.44
15323,7.36,3.51,4,54,48.19
15324,6.91,9.59,8,93,70.71
15325,8.5,9.56,9,52,60.78
15326,2.44,4.46,2,88,51.21
15327,6.66,8.5,2,35,60.22
15328,7.86,7.07,9,97,76.62
15329,1.1,3.24,4,42,17.62
15330,0.85,5.08,7,74,34.7
15331,5.81,4.84,9,99,55.99
15332,6.08,9.16,10,82,56.63
15333,4.23,9.28,1,32,54.62
15334,0.84,3.24,6,73,29.65
15335,4.32,8.19,8,36,36.67
15336,6.6,3.84,3,37,44.52
15337,7.17,8.54,4,57,59.48
15338,5.18,8.92,7,99,74.86
15339,5.49,3.41,8,78,50.36
15340,6.89,5.28,7,82,60.64
15341,4.77,5.66,1,34,35.16
15342,3.0,9.69,2,51,54.83
15343,2.62,5.6,2,60,27.36
15344,7.65,4.79,8,66,62.93
15345,5.13,7.34,8,40,30.36
15346,6.43,4.11,4,67,57.29
15347,4.98,7.38,10,58,51.32
15348,8.28,6.21,7,32,40.62
15349,5.22,8.12,6,79,63.91
15350,9.89,7.05,9,65,65.36
15351,2.8,4.24,1,70,34.39
15352,1.82,9.56,9,43,32.57
15353,4.05,6.14,3,68,44.87
15354,9.23,8.21,2,35,68.13
15355,8.6,6.72,2,51,56.95
15356,2.85,9.06,4,86,50.81
15357,6.2,5.36,4,91,62.1
15358,6.09,7.47,2,89,67.18
15359,3.29,3.56,8,96,28.58
15360,2.74,3.54,8,56,31.36
15361,4.21,8.9,2,63,53.41
15362,7.99,8.73,10,48,64.1
15363,2.32,5.52,3,49,44.23
15364,4.73,7.73,4,92,54.09
15365,5.08,8.8,2,62,66.24
15366,9.42,4.01,7,36,55.12
15367,3.38,9.89,1,63,56.29
15368,0.69,9.2,2,51,43.97
15369,7.09,7.84,6,53,67.4
15370,7.68,6.8,5,62,63.81
15371,7.18,9.26,5,33,62.34
15372,7.16,8.18,2,45,68.47
15373,5.09,7.09,2,57,52.81
15374,0.68,9.24,5,54,39.53
15375,7.43,4.47,10,71,51.4
15376,9.4,4.71,6,39,57.95
15377,2.0,9.51,8,34,30.63
15378,1.15,3.47,5,99,43.55
15379,3.02,3.32,3,80,44.99
15380,8.57,8.54,10,36,58.84
15381,1.51,5.9,2,59,28.85
15382,7.29,9.41,10,42,54.98
15383,1.1,5.1,2,75,31.88
15384,0.81,5.01,6,34,16.46
15385,8.97,9.7,4,66,76.6
15386,7.82,6.88,1,61,77.56
15387,6.19,7.3,2,52,45.23
15388,2.13,9.29,9,97,57.39
15389,3.15,5.67,6,63,29.87
15390,0.96,4.74,1,56,25.64
15391,6.63,7.0,8,84,72.38
15392,7.02,5.87,1,75,64.27
15393,3.6,4.15,4,87,37.5
15394,3.71,3.83,6,44,37.8
15395,6.48,8.08,3,70,72.18
15396,9.48,3.24,2,73,76.46
15397,4.25,6.69,8,97,48.45
15398,5.19,5.31,5,93,55.87
15399,7.13,4.06,8,55,50.9
15400,3.75,9.23,5,69,53.28
15401,8.75,8.18,2,86,84.45
15402,8.54,8.41,6,64,65.39
15403,6.91,6.05,4,33,47.09
15404,5.6,7.54,9,96,68.08
15405,9.84,3.63,7,43,47.91
15406,7.17,3.97,7,80,49.89
15407,6.61,5.26,10,76,63.08
15408,8.83,6.2,10,64,59.11
15409,5.77,3.66,10,72,44.23
15410,2.81,6.95,1,57,35.54
15411,1.81,4.68,2,39,26.91
15412,4.97,8.42,8,78,61.93
15413,5.4,3.0,2,82,50.76
15414,8.36,9.06,3,34,70.01
15415,1.83,8.13,6,76,31.84
15416,6.97,6.82,3,80,63.53
15417,3.39,8.16,5,92,56.56
15418,9.42,5.55,2,73,81.66
15419,4.97,4.14,10,65,35.07
15420,6.41,3.06,4,90,50.07
15421,6.68,6.84,7,47,48.11
15422,1.36,5.04,3,74,34.82
15423,8.6,4.49,7,98,79.39
15424,2.06,9.07,4,67,42.31
15425,4.28,8.08,8,53,48.01
15426,6.89,9.93,3,87,63.34
15427,1.02,7.63,7,33,20.83
15428,6.01,9.27,6,74,68.91
15429,4.39,3.83,8,74,43.61
15430,1.11,8.06,1,82,50.53
15431,7.4,3.6,10,81,49.05
15432,5.26,3.66,3,91,51.43
15433,3.38,9.0,10,71,44.18
15434,1.3,5.52,2,84,46.73
15435,5.7,5.22,6,45,39.5
15436,3.41,4.29,4,53,36.89
15437,9.49,6.39,2,60,74.87
15438,6.12,4.43,2,68,47.75
15439,3.21,6.76,5,31,23.02
15440,5.52,7.62,9,45,50.2
15441,5.63,7.58,10,57,36.56
15442,7.4,5.55,5,81,57.28
15443,9.07,7.93,4,99,80.82
15444,9.64,4.86,3,65,60.11
15445,7.32,8.65,5,57,55.06
15446,5.69,3.0,7,78,35.07
15447,2.64,9.77,6,85,45.59
15448,4.33,6.04,3,98,62.73
15449,5.14,5.34,7,46,40.71
15450,1.72,7.37,6,73,38.4
15451,2.94,9.15,6,36,38.81
15452,9.85,5.47,10,85,68.59
15453,7.69,3.49,6,38,48.45
15454,5.08,5.48,3,47,50.04
15455,2.65,3.04,1,94,51.81
15456,5.95,4.3,1,46,52.84
15457,2.7,3.36,1,48,39.16
15458,2.33,5.71,7,61,37.25
15459,1.39,3.42,8,57,30.56
15460,3.79,9.89,8,54,47.37
15461,5.65,8.47,4,72,57.06
15462,2.01,5.94,7,62,35.34
15463,2.4,8.53,10,39,22.3
15464,4.22,5.92,10,50,32.78
15465,5.15,7.53,3,87,71.39
15466,7.74,8.75,10,71,66.69
15467,5.88,7.79,7,59,48.57
15468,6.37,3.59,9,44,26.45
15469,7.11,3.3,10,47,36.29
15470,4.78,6.99,2,75,62.54
15471,3.76,4.38,7,96,45.61
15472,8.1,9.89,2,62,67.47
15473,8.37,3.11,4,69,47.15
15474,1.96,8.24,9,54,39.01
15475,9.56,3.3,2,42,46.68
15476,9.33,7.28,4,76,67.74
15477,8.77,5.94,10,75,57.12
15478,4.52,7.43,7,32,40.1
15479,8.5,8.33,10,88,67.71
15480,6.47,3.23,1,75,52.71
15481,2.45,6.65,9,59,26.49
15482,7.86,9.6,1,70,78.01
15483,4.36,4.52,3,96,63.67
15484,3.28,3.54,5,50,20.31
15485,8.84,8.4,7,76,81.0
15486,8.69,8.19,8,63,60.84
15487,8.71,5.73,5,90,65.67
15488,8.67,8.81,10,98,86.09
15489,5.77,6.81,7,66,52.91
15490,6.36,6.33,6,51,42.54
15491,9.51,8.75,3,44,71.24
15492,1.73,3.69,10,52,19.66
15493,8.16,4.57,5,57,66.54
15494,5.5,6.11,9,76,50.2
15495,9.79,3.6,2,99,90.27
15496,6.57,9.97,7,37,60.3
15497,2.04,5.19,1,64,35.98
15498,8.25,9.63,2,56,80.0
15499,6.89,6.32,9,79,54.52
15500,1.91,9.47,8,35,20.86
15501,0.59,6.08,4,75,31.49
15502,5.66,8.7,1,59,68.04
15503,2.79,8.26,2,62,47.95
15504,8.74,9.63,9,44,60.69
15505,2.88,7.46,2,73,57.11
15506,6.8,4.59,4,37,40.05
15507,3.78,6.79,4,77,46.88
15508,3.83,4.02,1,40,34.23
15509,2.23,5.34,2,32,17.71
15510,5.28,8.52,8,87,68.6
15511,6.0,3.1,9,69,29.56
15512,6.02,7.35,7,40,46.7
15513,8.64,7.85,5,80,64.85
15514,6.7,9.3,2,66,71.2
15515,7.53,8.3,3,96,76.37
15516,3.57,5.82,4,52,28.29
15517,4.5,8.36,7,83,47.08
15518,0.67,7.38,9,36,14.61
15519,1.25,7.11,10,53,32.48
15520,4.16,3.52,9,86,47.03
15521,2.49,6.78,4,63,36.48
15522,8.22,9.07,4,31,59.56
15523,6.93,6.06,2,83,66.93
15524,9.72,7.93,2,43,72.37
15525,8.93,9.33,5,94,84.73
15526,9.79,6.74,6,98,78.58
15527,3.97,3.62,7,62,43.21
15528,5.1,3.38,10,92,36.48
15529,4.04,8.58,9,55,37.65
15530,9.66,3.23,4,87,78.55
15531,4.33,9.99,1,38,48.78
15532,1.61,3.89,7,72,36.64
15533,2.88,8.43,2,49,45.41
15534,4.54,9.07,4,33,37.96
15535,6.23,5.15,4,87,55.76
15536,6.37,6.79,4,57,60.06
15537,7.71,9.67,1,63,80.35
15538,6.65,9.69,6,97,69.84
15539,5.17,9.51,6,35,52.22
15540,0.79,4.92,2,55,37.17
15541,7.1,3.42,7,56,49.04
15542,1.31,3.72,2,35,21.66
15543,4.95,3.99,6,89,38.78
15544,9.02,7.7,5,80,79.29
15545,6.17,8.62,9,66,54.9
15546,2.39,3.35,5,43,16.97
15547,8.18,9.23,1,70,86.37
15548,3.35,8.23,5,80,63.43
15549,5.98,6.71,6,47,38.86
15550,6.54,9.93,5,92,78.32
15551,7.45,4.86,7,45,53.4
15552,1.12,4.53,3,55,30.38
15553,8.62,5.34,2,43,60.06
15554,1.58,6.69,9,43,14.27
15555,1.4,5.71,8,96,35.41
15556,4.84,8.81,10,70,50.36
15557,4.04,9.26,3,44,61.26
15558,1.02,9.77,3,36,34.18
15559,2.08,8.73,4,44,44.31
15560,4.67,7.26,7,92,61.05
15561,8.38,7.3,6,41,50.94
15562,1.65,4.31,1,90,45.34
15563,1.49,4.84,8,86,25.9
15564,8.15,9.98,4,68,75.62
15565,5.18,4.83,10,35,23.98
15566,3.92,6.27,3,63,42.22
15567,4.88,5.7,4,81,50.01
15568,4.4,7.82,2,46,51.9
15569,7.93,5.35,5,45,50.56
15570,0.59,7.78,7,66,36.13
15571,4.62,9.73,6,71,52.58
15572,2.01,4.77,1,61,37.56
15573,3.43,5.59,5,78,50.15
15574,1.57,5.4,9,92,33.81
15575,4.56,5.1,9,65,29.21
15576,6.61,4.89,10,97,61.16
15577,6.79,7.41,8,97,74.31
15578,8.07,6.84,8,35,59.25
15579,8.24,6.56,8,73,56.55
15580,6.18,8.6,4,84,74.05
15581,3.85,4.03,7,87,43.63
15582,0.99,4.19,4,87,33.55
15583,0.84,6.59,9,63,34.38
15584,1.58,5.48,7,81,37.13
15585,9.85,4.22,6,48,65.3
15586,7.97,7.83,2,72,64.08
15587,4.35,6.47,2,66,49.95
15588,4.93,4.42,6,89,55.2
15589,7.51,4.85,1,82,60.83
15590,5.39,8.06,1,35,48.17
15591,3.92,5.29,7,85,52.74
15592,3.82,4.43,8,69,35.2
15593,2.49,9.76,4,56,47.92
15594,8.91,3.62,1,56,56.68
15595,4.43,4.03,1,52,46.95
15596,7.65,8.02,1,79,65.39
15597,5.95,5.98,7,53,50.43
15598,7.66,8.27,1,71,66.52
15599,3.55,6.87,1,35,48.39
15600,7.64,3.28,7,34,37.82
15601,8.0,7.79,3,31,59.77
15602,1.49,8.64,2,48,40.24
15603,1.37,6.87,1,56,34.24
15604,9.86,5.15,6,44,63.45
15605,1.62,3.11,5,78,28.34
15606,7.01,9.35,7,53,51.92
15607,7.6,7.95,4,70,63.84
15608,1.1,3.31,6,79,22.49
15609,7.59,8.88,6,53,60.65
15610,4.49,3.37,3,79,41.86
15611,3.11,7.98,1,86,62.78
15612,6.82,7.86,10,53,64.79
15613,8.41,9.41,9,41,63.26
15614,5.94,4.16,4,63,50.58
15615,8.77,6.97,1,54,72.36
15616,0.71,6.81,4,41,26.95
15617,7.52,3.24,1,53,52.84
15618,2.11,7.47,9,47,30.41
15619,3.22,4.78,9,72,29.8
15620,5.94,5.33,2,92,64.64
15621,3.11,4.69,2,54,35.05
15622,2.1,3.39,8,41,18.38
15623,8.91,4.17,5,69,64.98
15624,9.11,4.45,1,90,68.34
15625,0.85,7.04,4,66,35.72
15626,5.25,3.94,10,67,32.2
15627,2.43,9.44,1,62,59.51
15628,8.7,4.62,1,41,55.37
15629,4.89,7.56,1,37,57.86
15630,5.05,4.1,5,94,50.12
15631,6.46,8.57,8,44,51.9
15632,1.03,3.5,4,30,18.09
15633,1.71,8.16,4,74,43.41
15634,5.23,5.75,3,74,44.12
15635,9.68,6.26,9,85,69.21
15636,8.51,5.56,3,87,67.39
15637,8.95,5.81,10,78,55.26
15638,1.8,3.04,8,36,6.54
15639,9.61,3.18,1,32,48.81
15640,7.43,8.56,2,90,76.7
15641,3.59,4.49,2,49,36.4
15642,8.71,7.25,6,73,64.83
15643,7.6,7.57,10,95,80.28
15644,7.5,7.89,5,80,77.96
15645,7.48,7.18,7,83,71.93
15646,8.11,7.4,5,72,69.06
15647,9.51,7.07,2,74,86.75
15648,1.8,9.5,2,45,39.54
15649,10.0,7.65,3,36,77.07
15650,8.79,5.47,4,99,69.9
15651,4.7,5.5,9,59,49.87
15652,2.0,3.56,10,39,23.23
15653,4.81,9.94,10,96,64.99
15654,7.9,9.24,6,93,82.85
15655,6.22,3.3,7,51,40.71
15656,3.16,9.03,6,88,44.17
15657,4.36,3.97,5,72,48.4
15658,9.57,4.67,6,42,54.59
15659,8.14,7.77,7,40,57.01
15660,1.68,8.11,9,44,23.63
15661,5.68,6.54,2,93,70.29
15662,9.34,9.77,6,39,61.1
15663,0.83,6.43,6,32,14.59
15664,0.9,4.81,5,44,23.05
15665,7.31,3.06,5,63,50.41
15666,5.97,9.07,1,93,80.17
15667,0.94,5.77,7,80,40.56
15668,9.96,8.48,8,95,77.53
15669,6.01,8.42,8,44,45.32
15670,5.17,3.3,2,66,49.76
15671,4.75,8.75,5,47,55.09
15672,7.16,5.02,5,55,60.49
15673,4.85,8.89,10,73,43.04
15674,6.76,6.45,5,82,55.84
15675,5.14,7.14,7,77,57.7
15676,6.3,3.71,4,32,37.24
15677,8.15,5.66,5,98,77.52
15678,8.26,9.8,6,50,71.13
15679,8.57,9.48,10,31,56.15
15680,2.43,9.96,4,45,47.2
15681,1.08,6.57,7,33,15.0
15682,8.44,8.73,3,96,89.22
15683,0.9,6.19,6,70,22.5
15684,2.53,9.59,7,66,38.42
15685,5.5,9.9,8,57,46.87
15686,8.63,9.14,3,76,84.53
15687,9.02,7.35,8,97,72.07
15688,6.47,9.92,3,40,61.25
15689,9.68,9.89,10,42,76.78
15690,7.43,6.33,3,50,53.92
15691,5.51,5.13,9,92,49.27
15692,1.78,4.31,5,30,18.4
15693,4.57,7.74,1,65,57.9
15694,8.31,3.24,2,95,58.87
15695,3.19,8.35,10,80,45.36
15696,5.99,3.36,4,88,51.6
15697,9.84,4.86,3,59,65.14
15698,2.16,6.49,9,73,33.07
15699,1.46,3.68,1,46,18.93
15700,8.06,3.25,1,99,66.18
15701,0.74,6.36,3,36,20.39
15702,6.61,9.21,9,30,45.34
15703,3.69,5.86,5,74,33.42
15704,7.38,4.4,2,79,59.55
15705,1.64,5.86,4,75,30.37
15706,3.64,8.06,1,59,44.25
15707,0.66,3.29,1,91,31.62
15708,2.73,3.22,1,79,40.7
15709,5.09,6.24,5,78,52.45
15710,2.19,7.74,2,94,50.23
15711,6.2,7.3,4,63,62.45
15712,1.62,7.46,5,62,45.3
15713,7.58,4.16,3,46,51.56
15714,9.26,6.77,3,53,71.34
15715,4.17,5.65,7,81,45.75
15716,5.52,3.77,7,94,49.7
15717,5.14,3.9,3,56,44.68
15718,7.96,7.52,9,99,73.82
15719,9.94,9.7,6,93,77.89
15720,7.49,3.74,8,42,45.58
15721,2.54,6.46,10,96,41.82
15722,7.11,4.74,5,54,46.87
15723,6.35,4.97,4,36,41.85
15724,2.5,4.57,3,92,56.21
15725,2.79,6.82,9,40,38.3
15726,6.7,3.4,1,82,69.19
15727,8.17,8.2,3,91,83.78
15728,7.74,7.25,8,88,72.59
15729,6.26,5.69,5,74,50.46
15730,9.41,4.52,1,33,63.89
15731,7.44,6.75,10,57,50.79
15732,5.65,9.69,3,80,72.81
15733,8.25,7.96,10,94,67.4
15734,3.26,4.96,10,87,45.02
15735,3.0,8.2,6,97,51.06
15736,9.73,6.53,9,42,53.68
15737,9.52,3.34,3,93,70.08
15738,8.86,7.32,4,85,75.78
15739,2.54,4.64,5,46,29.97
15740,6.08,5.87,8,89,60.05
15741,5.58,6.35,6,68,46.37
15742,2.43,8.6,9,67,34.29
15743,4.75,7.06,1,96,64.27
15744,4.92,5.38,6,49,37.31
15745,2.79,7.6,6,61,47.62
15746,9.57,4.34,7,64,56.56
15747,5.18,8.76,5,39,51.09
15748,5.49,4.41,4,97,57.3
15749,6.19,6.91,10,80,59.61
15750,8.93,4.44,6,73,56.52
15751,5.57,5.28,2,74,63.43
15752,5.64,5.96,3,45,41.9
15753,2.78,5.57,4,81,51.59
15754,6.23,9.54,8,36,38.76
15755,4.12,4.56,7,64,44.05
15756,6.64,4.26,10,66,35.94
15757,3.36,6.62,3,54,50.8
15758,7.3,9.64,1,77,75.8
15759,6.38,6.52,10,95,55.86
15760,5.01,9.72,10,76,52.28
15761,1.42,4.33,9,60,28.42
15762,6.46,3.07,7,32,30.73
15763,8.66,5.12,3,72,70.45
15764,2.13,7.47,1,76,49.73
15765,1.3,7.14,6,58,34.16
15766,0.88,4.69,4,31,19.07
15767,0.8,7.63,10,69,22.31
15768,8.5,8.81,7,43,69.19
15769,7.41,7.81,1,63,73.83
15770,2.42,8.1,6,82,57.0
15771,9.21,5.15,5,86,78.44
15772,1.79,6.7,3,93,55.32
15773,4.05,3.3,7,58,26.67
15774,4.8,5.51,9,98,41.98
15775,1.22,8.71,2,54,38.64
15776,3.8,8.53,4,31,41.69
15777,1.47,9.59,8,53,26.48
15778,8.0,9.78,4,79,73.75
15779,0.94,9.81,5,78,49.03
15780,0.66,4.1,4,48,12.75
15781,7.46,3.84,3,97,75.8
15782,7.92,9.13,6,34,50.2
15783,5.21,5.68,7,33,33.78
15784,3.52,5.5,7,37,26.82
15785,2.75,6.74,8,62,27.94
15786,1.61,6.16,6,51,22.14
15787,5.1,4.56,8,98,42.34
15788,5.17,8.91,9,37,45.09
15789,4.83,9.36,8,69,65.34
15790,7.89,8.23,3,85,68.85
15791,1.45,3.34,3,37,21.86
15792,6.87,3.83,7,72,54.3
15793,4.31,5.42,2,75,48.17
15794,2.79,6.9,7,39,21.71
15795,6.98,7.27,6,90,67.3
15796,2.38,3.7,4,60,35.17
15797,2.69,9.72,5,30,41.95
15798,9.99,6.71,2,72,73.87
15799,8.94,6.02,8,51,53.07
15800,7.12,4.34,2,84,68.72
15801,3.5,9.66,3,56,53.74
15802,5.6,6.13,10,34,40.1
15803,1.7,3.82,7,66,30.67
15804,3.67,7.3,6,94,52.47
15805,1.15,5.45,1,71,28.69
15806,6.3,8.66,7,98,74.97
15807,8.65,6.82,3,82,74.49
15808,8.19,3.74,5,67,68.47
15809,8.63,8.25,9,56,59.09
15810,2.16,5.13,4,59,25.56
15811,6.68,5.86,3,65,55.49
15812,9.59,8.43,5,30,75.5
15813,7.94,3.75,10,31,40.19
15814,0.53,9.84,9,62,30.99
15815,8.88,7.91,1,86,85.72
15816,7.2,4.35,4,91,63.21
15817,1.66,3.41,6,76,18.46
15818,3.48,6.81,6,57,48.08
15819,1.62,5.65,2,60,30.18
15820,7.43,3.21,6,56,58.55
15821,0.53,7.26,3,92,39.32
15822,4.91,5.16,6,31,40.62
15823,10.0,5.25,5,90,76.26
15824,8.59,4.14,3,72,67.34
15825,6.08,3.98,6,61,41.23
15826,7.09,4.01,3,96,66.88
15827,6.23,9.2,4,76,73.14
15828,8.2,6.73,1,97,77.72
15829,8.92,6.29,5,48,48.99
15830,7.78,7.93,2,37,52.7
15831,2.23,5.24,9,96,31.53
15832,4.04,8.76,4,49,56.96
15833,7.95,4.38,10,53,54.08
15834,8.32,8.62,10,72,73.7
15835,6.47,3.39,10,64,33.04
15836,7.28,4.1,6,82,59.71
15837,2.16,9.25,10,68,29.84
15838,4.04,3.76,6,57,35.2
15839,5.58,4.72,9,69,52.53
15840,9.85,3.3,6,37,49.93
15841,8.09,7.19,8,86,71.07
15842,2.33,5.29,7,35,20.81
15843,3.85,7.43,2,32,37.36
15844,2.56,3.6,1,99,51.76
15845,1.95,5.77,10,60,23.08
15846,1.64,5.6,4,59,38.79
15847,9.67,6.76,5,56,71.78
15848,9.11,5.07,7,30,45.05
15849,5.09,9.89,3,33,40.07
15850,5.71,5.21,8,94,45.12
15851,8.47,7.87,2,33,50.51
15852,6.66,5.56,10,94,49.59
15853,7.46,6.74,6,33,48.63
15854,8.02,4.59,10,89,54.81
15855,5.09,4.21,3,36,33.11
15856,9.76,9.81,10,95,74.99
15857,6.47,6.79,3,33,58.82
15858,6.52,6.23,8,90,65.69
15859,1.84,7.49,1,98,56.48
15860,9.88,4.56,10,33,47.78
15861,1.17,8.75,9,99,44.5
15862,9.86,4.74,5,52,53.52
15863,9.15,6.8,4,58,74.66
15864,8.64,3.89,3,60,53.47
15865,6.9,7.02,6,88,59.97
15866,6.28,6.38,4,40,45.24
15867,9.97,4.96,5,55,66.21
15868,9.75,5.15,8,89,70.84
15869,8.21,3.07,3,30,40.44
15870,1.33,3.19,2,82,40.89
15871,4.04,7.21,2,87,56.79
15872,8.73,8.03,1,93,82.69
15873,7.17,6.83,6,61,69.72
15874,1.66,3.57,3,81,39.04
15875,3.81,9.59,7,61,45.54
15876,0.68,7.99,6,62,25.62
15877,8.98,4.66,4,72,66.28
15878,7.6,7.7,8,57,62.97
15879,4.64,3.78,10,76,40.52
15880,7.72,8.46,8,54,64.37
15881,9.37,6.37,2,34,72.02
15882,3.16,5.87,4,38,25.24
15883,3.22,3.06,3,82,31.31
15884,5.09,7.57,8,63,42.72
15885,7.22,8.8,2,43,60.94
15886,9.93,5.02,6,45,68.4
15887,2.05,3.08,6,30,17.34
15888,3.75,8.43,6,45,39.48
15889,3.95,7.45,4,33,46.28
15890,7.4,8.44,4,84,82.43
15891,8.92,6.77,7,73,70.64
15892,2.25,6.23,4,48,20.73
15893,7.28,4.54,7,61,43.55
15894,9.14,3.55,1,51,63.38
15895,1.65,6.3,9,77,29.15
15896,6.53,9.08,3,76,68.92
15897,2.42,3.42,7,82,26.88
15898,4.69,9.92,5,76,67.3
15899,1.7,9.63,1,31,48.58
15900,6.99,7.49,6,52,42.32
15901,4.31,9.4,6,96,63.28
15902,5.89,6.87,10,35,43.04
15903,5.47,5.83,8,55,35.93
15904,7.09,7.0,1,72,60.2
15905,9.01,9.14,4,34,70.4
15906,3.16,9.7,9,48,35.89
15907,6.15,8.87,10,45,46.85
15908,5.95,4.26,9,68,43.47
15909,3.49,7.14,7,56,42.13
15910,5.25,6.11,10,77,43.93
15911,0.88,6.37,6,43,14.54
15912,4.56,6.0,9,87,46.68
15913,3.07,3.47,3,83,40.81
15914,8.71,8.92,10,37,50.11
15915,3.9,9.85,7,73,49.85
15916,2.33,4.47,7,63,30.65
15917,5.53,7.35,10,74,61.4
15918,8.2,6.76,9,40,62.82
15919,3.86,9.28,6,68,46.83
15920,8.54,7.93,6,77,67.06
15921,3.6,8.25,9,39,33.11
15922,7.49,9.66,10,40,56.72
15923,1.59,7.64,3,97,48.83
15924,1.09,6.17,5,67,38.79
15925,7.51,3.36,2,52,47.7
15926,4.0,9.34,10,88,58.8
15927,4.23,7.13,10,99,52.21
15928,5.95,7.78,6,37,46.92
